날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-17,9405,9490,9360,9420,19762,464610,SOL 의료기기소부장Fn
2024-12-18,9390,9420,9240,9420,4720,464610,SOL 의료기기소부장Fn
2024-12-19,9275,9425,9200,9375,9144,464610,SOL 의료기기소부장Fn
2024-12-20,9365,9480,9220,9290,12248,464610,SOL 의료기기소부장Fn
2024-12-23,9290,9445,9290,9405,6687,464610,SOL 의료기기소부장Fn
2024-12-24,9410,9490,9360,9435,4636,464610,SOL 의료기기소부장Fn
2024-12-26,9500,9500,9245,9290,5115,464610,SOL 의료기기소부장Fn
2024-12-27,9240,9345,9135,9195,5835,464610,SOL 의료기기소부장Fn
2024-12-30,9195,9420,9195,9390,9956,464610,SOL 의료기기소부장Fn
2025-01-02,9390,9525,9350,9500,11783,464610,SOL 의료기기소부장Fn
2025-01-03,9440,9675,9415,9640,9416,464610,SOL 의료기기소부장Fn
2025-01-06,9675,9675,9500,9595,13103,464610,SOL 의료기기소부장Fn
2025-01-07,9630,9725,9585,9615,5101,464610,SOL 의료기기소부장Fn
2025-01-08,9490,9655,9475,9500,6302,464610,SOL 의료기기소부장Fn
2025-01-09,9585,9595,9440,9595,13087,464610,SOL 의료기기소부장Fn
2025-01-10,9685,9685,9370,9525,15754,464610,SOL 의료기기소부장Fn
2025-01-13,9580,9685,9550,9550,5652,464610,SOL 의료기기소부장Fn
2025-01-14,9555,9560,9470,9470,3150,464610,SOL 의료기기소부장Fn
2025-01-15,9480,9495,9365,9425,2497,464610,SOL 의료기기소부장Fn
2025-01-16,9555,9575,9450,9555,7540,464610,SOL 의료기기소부장Fn
2025-01-17,9615,9615,9530,9545,7178,464610,SOL 의료기기소부장Fn
2025-01-20,9510,9510,9315,9320,11319,464610,SOL 의료기기소부장Fn
2025-01-21,9320,9510,9320,9380,9330,464610,SOL 의료기기소부장Fn
2025-01-22,9530,9530,9435,9460,9899,464610,SOL 의료기기소부장Fn
2025-01-23,9550,9550,9300,9410,10420,464610,SOL 의료기기소부장Fn
2025-01-24,9305,9380,9275,9335,8843,464610,SOL 의료기기소부장Fn
2025-01-31,9335,9335,9245,9290,9660,464610,SOL 의료기기소부장Fn
2025-02-03,9160,9175,9020,9115,17517,464610,SOL 의료기기소부장Fn
2025-02-04,9100,9345,9100,9260,8596,464610,SOL 의료기기소부장Fn
2025-02-05,9345,9350,9235,9305,10216,464610,SOL 의료기기소부장Fn
2025-02-06,9405,9560,9365,9530,5087,464610,SOL 의료기기소부장Fn
2025-02-07,9500,9610,9430,9485,2361,464610,SOL 의료기기소부장Fn
2025-02-10,9425,9630,9425,9580,6020,464610,SOL 의료기기소부장Fn
2025-02-11,9660,9660,9535,9535,31614,464610,SOL 의료기기소부장Fn
2025-02-12,9555,9660,9555,9610,10782,464610,SOL 의료기기소부장Fn
2025-02-13,9710,9710,9495,9575,15015,464610,SOL 의료기기소부장Fn
2025-02-14,9740,9820,9680,9760,19531,464610,SOL 의료기기소부장Fn
2025-02-17,9890,10090,9840,10085,30373,464610,SOL 의료기기소부장Fn
2025-02-18,10155,10155,9970,10085,14220,464610,SOL 의료기기소부장Fn
2025-02-19,10140,10140,9910,9970,19359,464610,SOL 의료기기소부장Fn
2025-02-20,10035,10035,9775,9805,18602,464610,SOL 의료기기소부장Fn
2025-02-21,9885,10065,9840,10060,34972,464610,SOL 의료기기소부장Fn
2025-02-24,10020,10040,9915,10000,4912,464610,SOL 의료기기소부장Fn
2025-02-25,9900,10060,9900,10055,9107,464610,SOL 의료기기소부장Fn
2025-02-26,10225,10395,10125,10185,388969,464610,SOL 의료기기소부장Fn
2025-02-27,10210,10450,10125,10440,16503,464610,SOL 의료기기소부장Fn
2025-02-28,10315,10320,10080,10095,15520,464610,SOL 의료기기소부장Fn
2025-03-04,10045,10045,9745,9945,39243,464610,SOL 의료기기소부장Fn
2025-03-05,10030,10105,9935,9970,15839,464610,SOL 의료기기소부장Fn
2025-03-06,10065,10125,10020,10050,17162,464610,SOL 의료기기소부장Fn
2025-03-07,9995,9995,9750,9785,16162,464610,SOL 의료기기소부장Fn
2025-03-10,9825,10005,9720,9980,6396,464610,SOL 의료기기소부장Fn
2025-03-11,9795,9955,9730,9930,11519,464610,SOL 의료기기소부장Fn
2025-03-12,10000,10240,10000,10160,9449,464610,SOL 의료기기소부장Fn
2025-03-13,10205,10205,10015,10015,7910,464610,SOL 의료기기소부장Fn
2025-03-14,10085,10300,10075,10160,12614,464610,SOL 의료기기소부장Fn
2025-03-17,10260,10260,10155,10225,12975,464610,SOL 의료기기소부장Fn
2025-03-18,10310,10320,10160,10300,30713,464610,SOL 의료기기소부장Fn
2025-03-19,10300,10300,10070,10080,39822,464610,SOL 의료기기소부장Fn
2025-03-20,10160,10165,10020,10020,5432,464610,SOL 의료기기소부장Fn
2025-03-21,10045,10080,9985,10080,3890,464610,SOL 의료기기소부장Fn
