날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-13,9865,9865,9725,9810,22325,140700,KODEX 보험
2024-12-16,9815,9885,9600,9610,17220,140700,KODEX 보험
2024-12-17,9625,9625,9475,9515,8235,140700,KODEX 보험
2024-12-18,9590,9675,9560,9660,21482,140700,KODEX 보험
2024-12-19,9490,9720,9455,9610,22133,140700,KODEX 보험
2024-12-20,9550,9550,9315,9395,46154,140700,KODEX 보험
2024-12-23,9500,9720,9450,9695,55423,140700,KODEX 보험
2024-12-24,9720,9765,9690,9740,50747,140700,KODEX 보험
2024-12-26,9760,9760,9625,9680,31783,140700,KODEX 보험
2024-12-27,9635,9670,9555,9640,16125,140700,KODEX 보험
2024-12-30,9585,9655,9470,9470,55045,140700,KODEX 보험
2025-01-02,9430,9500,9345,9395,54970,140700,KODEX 보험
2025-01-03,9430,9545,9415,9455,33611,140700,KODEX 보험
2025-01-06,9460,9510,9345,9510,23030,140700,KODEX 보험
2025-01-07,9525,9560,9420,9420,16866,140700,KODEX 보험
2025-01-08,9405,9575,9405,9515,11038,140700,KODEX 보험
2025-01-09,9495,9635,9490,9550,49177,140700,KODEX 보험
2025-01-10,9505,9600,9460,9535,19814,140700,KODEX 보험
2025-01-13,9505,9555,9430,9475,28396,140700,KODEX 보험
2025-01-14,9495,9495,9325,9330,21698,140700,KODEX 보험
2025-01-15,9350,9475,9305,9350,199988,140700,KODEX 보험
2025-01-16,9455,9460,9380,9410,16304,140700,KODEX 보험
2025-01-17,9435,9465,9340,9340,9963,140700,KODEX 보험
2025-01-20,9375,9375,9215,9240,16753,140700,KODEX 보험
2025-01-21,9265,9265,9135,9140,25165,140700,KODEX 보험
2025-01-22,9150,9150,8980,9005,32915,140700,KODEX 보험
2025-01-23,9000,9050,8915,8920,25487,140700,KODEX 보험
2025-01-24,8920,8955,8835,8865,22218,140700,KODEX 보험
2025-01-31,9000,9395,8930,9370,84877,140700,KODEX 보험
2025-02-03,9275,9395,9185,9365,61434,140700,KODEX 보험
2025-02-04,9450,9560,9430,9440,49902,140700,KODEX 보험
2025-02-05,9550,9595,9400,9415,53073,140700,KODEX 보험
2025-02-06,9445,9460,9360,9455,29608,140700,KODEX 보험
2025-02-07,9400,9440,9350,9380,12578,140700,KODEX 보험
2025-02-10,9380,9395,9255,9255,25625,140700,KODEX 보험
2025-02-11,9295,9355,9270,9290,51134,140700,KODEX 보험
2025-02-12,9355,9420,9290,9370,21056,140700,KODEX 보험
2025-02-13,9335,9335,9155,9260,77083,140700,KODEX 보험
2025-02-14,9285,9730,9285,9680,152488,140700,KODEX 보험
2025-02-17,9660,10120,9660,10110,243278,140700,KODEX 보험
2025-02-18,10020,10030,9915,9990,62551,140700,KODEX 보험
2025-02-19,9945,10010,9890,9890,62861,140700,KODEX 보험
2025-02-20,9940,9990,9680,9685,123838,140700,KODEX 보험
2025-02-21,9745,9745,9460,9495,46037,140700,KODEX 보험
2025-02-24,9485,9540,9420,9500,35990,140700,KODEX 보험
2025-02-25,9440,9465,9380,9405,20503,140700,KODEX 보험
2025-02-26,9405,9490,9365,9415,76407,140700,KODEX 보험
2025-02-27,9380,9400,9265,9360,64335,140700,KODEX 보험
2025-02-28,9360,9360,9150,9180,42012,140700,KODEX 보험
2025-03-04,9160,9180,9050,9150,63926,140700,KODEX 보험
2025-03-05,9150,9290,9055,9115,20872,140700,KODEX 보험
2025-03-06,9120,9175,9055,9175,18706,140700,KODEX 보험
2025-03-07,9175,9175,8985,8985,21431,140700,KODEX 보험
2025-03-10,8985,9220,8945,9205,59359,140700,KODEX 보험
2025-03-11,9100,9130,9060,9110,47027,140700,KODEX 보험
2025-03-12,9200,9420,9130,9345,64559,140700,KODEX 보험
2025-03-13,9345,9550,9190,9215,87034,140700,KODEX 보험
2025-03-14,9215,9215,9095,9115,23151,140700,KODEX 보험
2025-03-17,9170,9170,9055,9130,33341,140700,KODEX 보험
2025-03-18,9190,9315,9190,9275,60203,140700,KODEX 보험
2025-03-19,9280,9330,9280,9320,525,140700,KODEX 보험
